verse_no,spoken_by,sanskrit_text,translation_1,translation_2,translation_3,translation_4,translation_5
14.1,Krishna,पर भय परवकषयम जञनन जञनमततमम यजजञतव मनय सरव पर सदधमत गत,the lord said i shall declare again another kind of knowledge it is the best of all forms of knowledge by knowing which all the sages have attained the state of perfection beyond this world,the blessed lord said i shall speak again of the supreme knowledge the best of all knowledge by realizing which all the contemplatives have reached the highest perfection from here,the blessed lord said i will again declare to thee that supreme knowledge the best of all knowledge having known which all the sages have gone to supreme perfection after this life,the bhagavat said further once again i shall explain the supreme knowledge the best among knowledges by knowing which all the seers have gone from here to the supreme success,lord shri krishna continued now i will reveal to you the wisdom that is beyond knowledge by attaining which the sages have reached perfection
14.2,Krishna,इद जञनमपशरतय मम सधरमयमगत सरगऽप नपजयनत परलय न वयथनत च,resorting to this knowledge partaking in my nature they are not born at the time of creation nor do they suffer at the time of dissolution,those who attain identity with me by resorting to this knowledge are not born even during creation nor do they suffer pain during dissolution,those who having taken refuge in this knowledge have attained unity with me are neither born at the time of creation nor disturbed at the time of dissolution,holding onto this knowledge they have attained a state with attributes common to me they are neither born at the time of creation nor grieve at the time of dissolution,dwelling in wisdom and realizing my divinity they are not reborn when the universe is recreated at the beginning of every cycle nor are they affected when it is dissolved
14.3,Krishna,मम यनरमहदबरहम तसमन गरभ दधमयहम सभव सरवभतन तत भवत भरत,my womb is the great brahman ie prakṛti in it i lay the germ from that o arjuna comes the birth of all beings,my womb is the great sustainer in it i place the seed from that o scion of the bharata dynasty all things are born,my womb is the great brahma in it i place the germ thence o arjuna is the birth of all beings,the mighty brahman is a womb for me and in it i lay seed from which is the birth of all beings o descendant of bharata,the eternal cosmos is my womb in which i plant the seed from which all beings are born o prince
14.4,Krishna,सरवयनष कनतय मरतय समभवनत य तस बरहम महदयनरह बजपरद पत,whatever forms are produced in any womb o arjuna the prakṛti is their great womb and i am the sowing father,o son of kunti whatever forms are born from all the wombs of them the great sustainer is the womb i am the father who deposits the seed,whatever forms are produced o arjuna in any womb whatsoever the great brahma is their womb and i am the seedgiving father,o son of kunti whatever manifestations spring up in all the wombs the mighty brahman is the womb and i am the father who sows the seed,o illustrious son of kunti through whatever wombs men are born it is the spirit itself that conceives and i am their father
14.5,Krishna,सततव रजसतम इत गण परकतसभव नबधननत महबह दह दहनमवययम,the gunas of sattva rajas and tamas arise from prakrti and bind the immutable self in the body o arjuna,o mightyarmed one the qualities viz sattva rajas and tamas born of nature are the immutable embodiments belonging to the body,these qualities o arjuna born of nature bind fast in the body of the embodied the indestructible purity passion and inertia,the strands namely the sattva rajas and tamas born from the prime cause the said mother bind the changeless embodied soul to the body o mightyarmed one,purity passion and ignorance are the qualities that the law of nature brings forth they fetter the free spirit in all beings
14.6,Krishna,ततर सततव नरमलतवतपरकशकमनमयम सखसङगन बधनत जञनसङगन चनघ,of these sattva being without impurity is luminous and free from morbidity it binds o arjuna through attachment to pleasure and knowledge,among them sattva being pure and nirmala puretransparent ie capable of resisting any form of ignorance and hence an illuminator ie a revealer of consciousness is harmless o sinless one it binds through attachment to happiness and attachment to knowledge,of these sattva which is luminous and healthy due to its stainlessness binds one by attachment to happiness and knowledge o sinless one,among them the sattva being free from impurity is illuminating and healthgiving and it binds the embodied one with attachment to happiness and also with attachment to knowledge o sinless one,o sinless one of these purity being luminous strong and invulnerable binds one with its yearning for happiness and illumination
14.7,Krishna,रज रगतमक वदध तषणसङगसमदभवम तननबधनत कनतय करमसङगन दहनम,know o arjuna that rajas is of the nature of passion springing from thirst and attachment it binds the embodied self with attachment to action,know rajas to be of the nature of passion born of hankering and attachment o son of kunti it binds the embodied one through attachment to action,know o arjuna that rajas is of the nature of passion the source of thirst and attachment it binds fast the embodied one by attachment to action,you should know that rajas is of the nature of desire and is a source of cravingattachment and it binds the embodied one by attachment to action o son of kunti,passion engendered by thirst for pleasure and attachment binds the soul through its fondness for activities
14.8,Krishna,तमसतवजञनज वदध महन सरवदहनम परमदलसयनदरभसतननबधनत भरत,know that tamas is born of false knowledge and deludes all embodied beings it binds o arjuna with negligence indolence and sleep,on the other hand know tamas which deludes all embodied beings to be born of ignorance o scion of the bharata dynasty it binds through inadvertence laziness and sleep,but know thou tamas to be born of ignorance deluding all embodied beings it binds fast o arjuna through heedlessness indolence and sleep,but you should also know that tamas is born of ignorance and deludes all the embodied it binds them with negligence laziness and sleep o descendant of bharata,but ignorance the product of darkness stupefies the senses of all embodied beings binding them with chains of folly indolence and lethargy
14.9,Krishna,सततव सख सञजयत रज करमण भरत जञनमवतय त तम परमद सञजयतयत,sattva generates attachment to pleasure rajas to action o arjuna but tamas obscuring knowledge generates attachment to negligence,o scion of the bharata dynasty sattva attaches one to happiness rajas to action while tamas obscuring knowledge leads to inadvertence as well,sattva attaches to happiness rajas to action o arjuna while tamas verily shrouding knowledge attaches to heedlessness,o descendant of bharata the sattva fully dominates the embodied in the field of happiness the rajas in action but the tamas also totally dominates in the field of negligence by veiling knowledge,purity brings happiness passion brings commotion and ignorance which obscures wisdom leads to a life of failure
14.10,Krishna,रजसतमशचभभय सततव भवत भरत रज सततव तमशचव तम सततव रजसतथ,prevailing over rajas and tamas sattva predominates o arjuna prevailing over tamas and sattva rajas predominates prevailing over rajas and sattva tamas predominates,o scion of the bharata dynasty sattva increases by subduing rajas and tamas rajas increases by overpowering sattva and tamas and tamas increases by dominating over sattva and rajas,now o arjuna sattva prevails having overpowered rajas and tamas then rajas having overpowered sattva and tamas and then tamas having overpowered sattva and rajas,o descendant of bharata the sattva increases by overpowering the rajas and the tamas the rajas increases by overpowering the sattva and the tamas and the tamas increases likewise by overpowering the sattva and the rajas,o prince purity prevails when passion and ignorance are overcome passion when purity and ignorance are overcome and ignorance when it is overcome by purity and passion
14.11,Krishna,सरवदवरष दहऽसमनपरकश उपजयत जञन यद तद वदयदववदध सततवमतयत,when knowledge like light illuminates from all gateways ie the senses then one should know that sattva prevails,when the illumination of knowledge radiates through all the doors of the senses in this body then one should know that sattva has greatly increased,when the wisdomlight shines through every gate of this body then it may be known that sattva is predominant,when the knowledgelight arises in all the gates of this body then one should also know that the sattva has predominantly increased,when the light of knowledge gleams forth from all the gates of the body then be sure that purity prevails
14.12,Krishna,लभ परवततररमभ करमणमशम सपह रजसयतन जयनत ववदध भरतरषभ,greed activity undertaking of work restlessness and longingthese arise o arjuna when rajas predominates,o best of the bharata dynasty when rajas becomes predominant these come into being avarice restlessness undertaking of actions agitation and craving,greed activity the undertaking of actions restlessness and longingthese arise when rajas is predominant o arjuna,greed exertion undertaking of actions restlessness and cravingthese are born when rajas predominates o chief of the bharatas,o best of indians avarice the impulse to act and the beginning of action itself are all due to the dominance of passion
14.13,Krishna,अपरकशऽपरवततशच परमद मह एव च तमसयतन जयनत ववदध करननदन,nonillumination inactivity negligence and even delusionthese arise o arjuna when tamas prevails,o descendant of the kuru dynasty when tamas predominates these come into being without exception nondiscrimination inactivity inadvertence and delusion,darkness inertia carelessness and delusionthese arise when tamas is predominant o arjuna,absence of mental illumination lack of exertion negligence and mere delusionthese are born when tamas predominates o darling of the kurus,darkness stagnation folly and infatuation are the results of the dominance of ignorance o joy of the kuru clan
14.14,Krishna,यद सततव परवदध त परलय यत दहभत तदततमवद लकनमलनपरतपदयत,if the embodied self dissolves when sattva prevails then it proceeds to the pure worlds of those who know the highest,when an embodied one undergoes death while sattva is exclusively predominant then he attains the untainted worlds of those who know the highest entities,if the embodied one meets death when sattva is predominant then they attain the spotless worlds of the knowers of the highest,but if the bodybearer dies when sattva is on the increase then he attains to the spotless worlds of those who know the highest,when purity prevails the soul upon leaving the body passes on to the pure regions where those who know the highest reside
14.15,Krishna,रजस परलय गतव करमसङगष जयत तथ परलनसतमस मढयनष जयत,when rajas is prevalent one meets with dissolution and is born among those attached to work similarly when tamas prevails one who has met with dissolution is born in the womb of beings lacking intelligence,when one dies while rajas predominates they are born among people attached to activity similarly when one dies while tamas predominates they take birth among the stupid species,meeting death in rajas he is born among those who are attached to action and dying in tamas he is born in the womb of the thoughtless,by meeting death when rajas is on the increase he is born among those who are attached to action likewise by meeting death when tamas is on the increase he is born in the wombs of the deluded,when passion prevails the soul is reborn among those who love activity when ignorance rules it enters the wombs of the ignorant
14.16,Krishna,करमण सकतसयह सततवक नरमल फलम रजससत फल दखमजञन तमस फलम,it is said that the fruit of a good deed is pure and of the nature of sattva the fruit of rajas is pain and the fruit of tamas is ignorance,they say that the result of good work is pure and is born of sattva but the result of rajas is sorrow the result of tamas is ignorance,they say that the fruit of good action is sattvic and pure indeed the fruit of rajas is pain and the fruit of tamas is ignorance,it is said that the fruit of good action is spotless and of the sattva nature whereas the fruit of rajas is pain and the fruit of tamas is ignorance,they say the fruit of a meritorious action is spotless and pure the outcome of passion is misery and of ignorance darkness
14.17,Krishna,सततवतसञजयत जञन रजस लभ एव च परमदमह तमस भवतऽजञनमव च,from sattva arises knowledge from rajas arises greed from tamas arises negligence and delusion and from it arises ignorance,from sattva is born knowledge and from rajas avarice indeed from tamas are born inadvertence delusion and ignorance to be sure,from sattva arises knowledge and greed from rajas heedlessness and delusion arise from tamas and also ignorance,from sattva arises wisdom from rajas only greed and from tamas arise negligence delusion and ignorance,purity engenders wisdom passion avarice and ignorance folly infatuation and darkness
14.18,Krishna,ऊरधव गचछनत सततवसथ मधय तषठनत रजस जघनयगणवततसथ अध गचछनत तमस,those who rest in sattva ascend upwards those who abide in rajas stay in the middle and those abiding in the tendencies of tamas descend downwards,people who conform to sattva go higher up those who conform to rajas stay in the middle those who conform to tamas who conform to the actions of the lowest quality go down,those seated in sattva ascend those of rajasic nature dwell in the middle and those of tamasic nature abiding in the function of the lowest guna descend,those established in sattva ascend those given to rajas remain in the middle those given to tamas established in the tendencies of bad qualities descend,when purity is in the ascendant the man evolves when passion is in the ascendant he neither evolves nor degenerates when ignorance is in the ascendant he is lost
14.19,Krishna,ननय गणभय करतर यद दरषटनपशयत गणभयशच पर वतत मदभव सऽधगचछत,when the seer beholds no agent of action other than the gunas and knows what is beyond the gunas he attains to my state,when the witness sees none other than the qualities as the agent and knows that which is superior to the qualities he attains my nature,when the seer beholds no agent other than the gunas and knows that which is higher than them he attains to my being,when the perceiver the self finds no agent other than the strands and realizes that which is beyond the strands then he attains my state,as soon as one understands that it is only the qualities that act and nothing else and perceives that which is beyond they attain my divine nature
14.20,Krishna,गणनतनततय तरनदह दहसमदभवन जनममतयजरदखरवमकतऽमतमशनत,the embodied self crossing beyond these three gunas that arise in the body and being freed from birth death aging and pain attains immortality,having transcended these three qualities which are the origin of the body the embodied one becomes free from birth death old age and sorrows and experiences immortality,the embodied one having crossed beyond these three gunas from which the body is evolved is freed from birth death decay and pain and attains immortality,transcending these three strands from which the body etc is born the embodied the soul is freed from birth death old age and sorrow and attains immortality,when the soul transcends the qualities which are the real cause of physical existence then freed from birth and death from old age and misery he drinks the nectar of immortality
14.21,Arjun,करलगसतरनगणनतनतत भवत परभ कमचर कथ चतसतरनगणनतवरतत,arjuna said what are the marks of a person who has transcended the three gunas what is their behavior and how do they transcend the three gunas,arjuna said o lord by what signs is one known who has gone beyond these three qualities what is their behavior and how do they transcend these three qualities,arjuna said what are the marks of one who has transcended the three qualities o lord what is their conduct and how do they go beyond these three qualities,arjuna said o master with what characteristic marks does he who has transcended these three strands exist what is his behavior how does he pass beyond these three strands,arjuna asked my lord how can one recognize someone who has transcended the qualities how do they act and live beyond them
14.22,Krishna,परकश च परवतत च महमव च पणडव न दवषट समपरवततन न नवततन कङकषत,the lord said he does not hate illumination nor activity nor even delusion o arjuna while these prevail nor does he long for them when they cease,the blessed lord said o son of pandu he neither dislikes illumination knowledge activity nor delusion when they appear nor does he long for them when they disappear,the blessed lord said when light activity and delusion are present he does not hate them nor does he long for them when they are absent,the bhagavat said o son of pandu he neither abhors nor craves for illumination exertion and delusion as and when they arise or cease to be,lord shri krishna replied o prince he who does not shun the quality that is present and does not long for that which is absent
14.23,Krishna,उदसनवदसन गणरय न वचलयत गण वरतनत इतयव यऽवतषठत नङगत,he who sits like one unconcerned undisturbed by the gunas who knows it is the gunas that are in motion and so remains unshaken,he who sitting like one indifferent is not distracted by the three qualities he who thinking that the qualities alone act remains firm and does not move surely,he who seated like one unconcerned is not moved by the dualities and who knowing that the dualities are active is selfcentered and does not move,he who sitting like an unconcerned person is not perturbed by the strands who is ignorant of the existence of the strands or who remains simply aware that the strands alone exist who is not shaken,he who maintains an attitude of indifference who is not disturbed by the qualities who realizes that it is only they who act and remains calm
14.24,Krishna,समदखसख सवसथ समलषटशमकञचन तलयपरयपरय धरसतलयननदतमससतत,he who is alike in pleasure and pain who dwells in his self who looks upon a clod a stone and a piece of gold as of equal value who remains the same towards things dear and hateful and who is intelligent who regards both blame and praise of himself as equal,he to whom sorrow and happiness are alike who is established in his own self to whom a lump of earth iron and gold are the same to whom the agreeable and the disagreeable are the same who is wise to whom censure and his own praise are the same,who is the same in pleasure and pain who dwells in the self to whom a clod of earth a stone and gold are all alike who is the same to the dear and the unfriendly who is firm and to whom censure and praise are one and the same,to whom pain pleasure and sleep are all the same to whom a cold a stone and a lump of gold are all the same to whom both the pleasant and unpleasant things are equal who is firmminded to whom blame and personal commendation are equal,who accepts pain and pleasure as they come is centered in their self to whom a piece of clay stone or gold are all the same who neither likes nor dislikes who is steadfast indifferent alike to praise or censure
14.25,Krishna,मनपमनयसतलयसतलय मतररपकषय सरवरमभपरतयग गणतत स उचयत,he who is the same in honor and dishonor and the same to friend and foe and who has abandoned all enterpriseshe is said to have risen above the gunas,he who is the same under honor and dishonor who is equitably disposed towards both friends and foes who has renounced all undertakingshe is said to have gone beyond dualities,who is the same in honor and dishonor the same to friend and foe abandoning all undertakings he is said to have transcended the dualities,who remains equal to honor and dishonor and equal to the sides of both the friend and the foe and who has given up all fruits of his actionshe is said to have transcended the bonds,who looks equally upon honor and dishonor loves friends and foes alike and abandons all initiative such is he who transcends the qualities
14.26,Krishna,म च यऽवयभचरण भकतयगन सवत स गणनसमततयतन बरहमभयय कलपत,and he who with unwavering devotion through yoga serves me he transcending the gunas becomes fit for the state of brahman,and he who serves me through the unswerving yoga of devotion he having gone beyond these qualities qualifies for becoming brahman,and he who serves me with unwavering devotion he crossing beyond the dualities is fit for becoming brahman,whoever serves me alone with an unwavering devotion to yoga they will transcend these strands and become brahman,and he who serves me alone with unwavering devotion shall overcome the qualities and become one with the eternal
14.27,Krishna,बरहमण ह परतषठऽहममतसयवययसय च शशवतसय च धरमसय सखसयकनतकसय च,for i am the ground of brahman the immortal immutable and eternal dharma and perfect bliss,for i am the abode of brahmanthe indestructible immutable eternal dharma and absolute bliss,for i am the abode of brahman the immortal immutable and everlasting dharma and absolute bliss,i am the support for the immortal and changeless brahman and for its eternal attribute the unalloyed happiness,for i am the home of the spirit the continual source of immortality eternal righteousness and infinite joy
15.1,Krishna,ऊरधवमलमधशखमशवतथ परहरवययम छनदस यसय परणन यसत वद स वदवत,the lord said they speak of an immutable asvattha tree with its roots above and branches below its leaves are the vedas he who knows it knows the vedas,the blessed lord said they say that the peepul tree which has its roots upward and its branches downward and of which the vedas are the leaves is imperishable he who realizes it is a knower of the vedas,the blessed lord said they the wise speak of the indestructible peepul tree with its roots above and branches below whose leaves are the meters or hymns he who knows it is a knower of the vedas,the bhagavat said the scriptures speak of a nonperishing holy fig tree whose roots are high and branches are low and of which the vedic hymns are the leaves he who knows this tree is the knower of the vedas,lord shri krishna continued this phenomenal creation which is both ephemeral and eternal is like a tree with its seed above in the highest and its ramifications below on this earth the scriptures are its leaves and he who understands this knows
15.2,Krishna,अधशचरधव परसतसतसय शख गणपरवदध वषयपरवल अधशच मलनयनसनततन करमनबनधन मनषयलक,a its branches extend both above and below nourished by the gunas their shoots are sense objects b and their secondary roots extend downwards resulting in actions that bind in the world of humans,the branches of that tree extending downwards and upwards are strengthened by the qualities and have senseobjects as their shoots and the roots which are followed by actions spread downwards in the human world according to ag and ms manusyaloke means a body distinguished by brahminhood etc,its branches spread below and above nourished by the gunas its buds are senseobjects and its roots stretch forth below in the world of men originating action,of which tree the branches spreading downward and upward welldeveloped with strands have sense objects as sprouts and its roots below in the human world stretching successively have actions as their subknots,its branches shoot upwards and downwards deriving their nourishment from the qualities its buds are the objects of sense and its roots which follow the law causing mans regeneration and degeneration pierce downwards into the soil
15.3,Krishna,न रपमसयह तथपलभयत ननत न चदरन च सपरतषठ अशवतथमन सवरढमल मसङगशसतरण दढन छततव,its form is not perceived here nor its end nor its beginning nor its support having cut off this firmlyrooted asvattha with the strong axe of detachment,its form is not perceived here in that way nor its end nor beginning nor its continuance after felling this peepul tree whose roots are well developed with the strong sword of detachment,its form is not perceived here as such nor its end origin foundation or resting place having cut asunder this firmly rooted peepul tree with the strong axe of nonattachment,the nature of this is not perceived in that way nor its end nor its beginning nor its center middle cutting this holy fig tree with its firmly and variedly grown roots by means of the sharp or strong axe of nonattachment,in this world its true form is not known neither its origin nor its end and its strength is not understooduntil the tree with its roots striking deep into the earth is hewn down by the sharp axe of nonattachment
15.4,Krishna,तत पद ततपरमरगतवय यसमनगत न नवरतनत भय तमव चदय परष परपदय यत परवतत परसत परण,then one should seek that goal attaining which one never returns one should seek refuge with that primal person from whom this ancient activity streamed forth,thereafter that state must be sought going where they do not return again i take refuge in that primeval person himself from whom the eternal manifestation has ensued,then that goal should be sought for to which having gone none returns again i seek refuge in that primeval purusha from whence streamed forth the ancient activity or energy,then that abode must be sought having reached which one would not return the yogin would attain nothing but that primal person from whom the old activity world creation commences,beyond lies the path from which once found there is no return this is the primal god from whom this ancient creation has sprung
15.5,Krishna,नरमनमह जतसङगदष अधयतमनतय वनवततकम दवनदवरवमकत सखदखसजञ रगचछनतयमढ पदमवयय तत,without the delusion of perverse notions concerning the self victorious over the evil of attachment ever devoted to the self turned away from desires and liberated from dualities such as pleasure and pain the undeluded go to that imperishable state,the wise ones free from pride and nondiscrimination who have conquered the evil of association hatred and love arising from association with foes and friends who are ever devoted to spirituality completely free from desires and free from the dualities of happiness and sorrow reach that undecaying state,free from pride and delusion victorious over the evil of attachment dwelling constantly in the self their desires having completely turned away freed from the pairs of opposites known as pleasure and pain they the undeluded reach the eternal goal,those who are rid of pride and delusion have put down the evils of attachment remain constantly in their own nature of the self have their desires completely departed and are fully liberated from the pairs known as pleasures and painsthese undeluded men go to that changeless abode,the wise attain eternity when freed from pride and delusion they have conquered their love for the things of sense when renouncing desire and fixing their gaze on the self they cease to be tossed to and fro by the opposing sensations such as pleasure and pain
15.6,Krishna,न तदभसयत सरय न शशङक न पवक यदगतव न नवरतनत तदधम परम मम,that supreme light upon reaching which they do not return any more is mine neither the sun nor the moon nor the fire illuminates it,neither the sun nor the moon nor fire illuminates that that is my supreme abode to which they do not return,neither does the sun illuminate there nor the moon nor the fire having gone there they do not return that is my supreme abode,the sun does not illuminate that nor the moon nor the fire that is my supreme abode having gone to which they yogins never return,neither the sun nor the moon nor fire shines there those who go there never come back for o arjuna that is my celestial home
15.7,Krishna,ममवश जवलक जवभत सनतन मनषषठननदरयण परकतसथन करषत,an everlasting part of myself having become the bound self in the world of life attracts the senses of which the mind is the sixth and which abide in prakriti,it is indeed a part of mine that becoming the eternal individual soul in the region of living beings draws the organs which have the mind as their sixth and which abide in nature,an eternal portion of myself having become a living soul in the world of life draws to itself the five senses with the mind as the sixth abiding in nature,a portion of my own self having become the eternal individual soul in the world of the living beings draws into service the sense organs of which the sixth is the mind and which rest in prakriti,it is only a very small part of my eternal self which is the life of the universe that draws around itself the six senses with the mind being the last which have their source in nature
15.8,Krishna,शरर यदवपनत यचचपयतकरमतशवर गहतवतन सयत वयरगनधनवशयत,whatever body its lord acquires and from whatever body it departs it goes on its way taking these senses as the wind carries scents from their places,when the master leaves it and even when he assumes a body he departs taking these with him just as the wind carries away odours from their receptacles,when the lord as the individual soul obtains a body and when he leaves it he takes these with him just as the wind takes the scents from their seats flowers etc,whatever body he attains to and also from whatever he goes up the lord proceeds taking them with him just as the wind takes odours from their receptacle,when the supreme lord enters a body or leaves it he gathers these senses together and travels with them as the wind gathers perfume while passing through the flowers
15.9,Krishna,शरतर चकष सपरशन च रसन घरणमव च अधषठय मनशचय वषयनपसवत,presiding over the ear the eye the sense of touch the tongue the nose and the mind it experiences these objects of the senses,this one enjoys the objects by presiding over the ears eyes skin tongue nose and mind,presiding over the ears eyes touch taste smell and mind it enjoys the objects of the senses,presiding over the ear the eye the sense of touch the sense of taste the sense of smell and the mind he enjoys the sense objects,he is the perception of the ear the eye the touch the taste the smell and the mind and the enjoyment of the things they perceive is also his
15.10,Krishna,उतकरमनत सथत वप भञजन व गणनवतम वमढ ननपशयनत पशयनत जञनचकषष,the deluded do not perceive it conjoined with the gunas when departing staying or experiencing those who have the eye of knowledge however see it,persons who are diversely deluded do not see it even when it is leaving residing experiencing or in association with the qualities those with the eye of knowledge see,the deluded do not see him who departs stays and enjoys but those who possess the eye of knowledge behold him,the deluded do not perceive him but the men of knowledgeeye do see him as he dwells rises up or enjoys what is endowed with strands,the ignorant do not see that it is he who is present in life and departs at death or even that it is he who enjoys pleasure through the qualities only the eye of wisdom sees this
15.11,Krishna,यतनत यगनशचन पशयनतयतमनयवसथतम यतनतऽपयकततमन नन पशयनतयचतस,the striving yogis perceive it established in themselves but though striving those of unrefined minds devoid of intelligence do not perceive it,and the diligent yogis see this one existing within themselves the nondiscriminating ones who lack selfcontrol however do not see this one even though they are diligent,the yogis striving for perfection behold him dwelling in the self but the unrefined and unintelligent even though striving do not see him,the exerting men of yoga perceive him dwelling in the self however the unintelligent men with their uncontrolled selves do not perceive him even though they exert,the saints with great effort find him within themselves however the unintelligent despite their efforts cannot control their minds
15.12,Krishna,यददतयगत तज जगदभसयतऽखलम यचचनदरमस यचचगन तततज वदध ममकम,know that the brilliance which illumines the whole universe in the sun the moon and fire is mine,that light in the sun which illuminates the whole world that which is in the moon and that which is in fireknow that light to be mine,that light which resides in the sun illuminating the whole world that which is in the moon and in the fireknow that light to be mine,that light which is found in the sun which is in the moon and which is also in fireilluminating the entire worldknow that light to be of mine,remember that the light which proceeds from the sun illuminating the whole world and the light which is in the moon and that which is in the fire all are born of me
15.13,Krishna,गमवशय च भतन धरयमयहमजस पषणम चषध सरव सम भतव रसतमक,and entering the earth i uphold all beings with my strength i nourish all herbs becoming the juicy soma,and entering the earth i sustain the beings through my power and nourish all the plants by becoming soma which is of the nature of sap,permeating the earth i support all beings with my energy and having become the watery moon i nourish all herbs,and penetrating the earth i support all beings with my energy being the sapfilled moon i nourish all plants,i enter this world and animate all my creatures with my vitality and by my cool moonbeams i nourish the plants
15.14,Krishna,अह वशवनर भतव परणन दहमशरत परणपनसमयकत पचमयनन चतरवधम,becoming the digestive fire i function within the bodies of all living beings in union with the inward and outward breath i digest the four kinds of food,taking the form of vaisvanara and residing in the bodies of creatures i in association with prana and apana digest the four kinds of food,having become the fire vaisvanara i abide in the bodies of living beings and associated with the prana and the apana digest the fourfold food,being the digestive fire dwelling within the bodies of living creatures and being in association with the upward and downward winds of the body i digest the four kinds of food,becoming the fire of life i pass into their bodies and uniting with the vital streams of prāṇa and apāna i digest the various kinds of food
15.15,Krishna,सरवसय चह हद सननवषट मतत समतरजञनमपहन च वदशच सरवरहमव वदय वदनतकदवदवदव चहम,and i am seated in the hearts of all from me come memory knowledge and their removal too indeed i alone am to be known from all the vedas i bring about the fruition of the vedic rituals i alone am the knower of the vedas,and i am seated in the hearts of all from me come memory knowledge and their loss i alone am the object to be known through all the vedas i am also the originator of the vedanta and i myself am the knower of the vedas,and i am seated in the hearts of all from me come memory and knowledge as well as their absence i am verily that which has to be known by all the vedas i am indeed the author of the vedanta and the knower of the vedas,i am entered in the hearts of all from me come the faculties of memory knowledge and discernment none but me is to be known by means of all the vedas and i am alone the author of the final part of the vedas and also the author of the vedas themselves,i am enthroned in the hearts of all memory wisdom and discrimination owe their origins to me i am he who is to be realized in the scriptures i inspire their wisdom and i know their truth
15.16,Krishna,दववम परष लक कषरशचकषर एव च कषर सरवण भतन कटसथऽकषर उचयत,there are two kinds of persons spoken of in the sastra the perishable ksara and the imperishable aksara all beings are perishable while the imperishable is called the unchanging kutastha,there are two kinds of people in the world the mutable and the immutable the mutable consists of all things the one existing as maya is referred to as the immutable,two purushas there are in this world the perishable and the imperishable all beings are perishable and the kutasthathe unchangingis called the imperishable,there are two people in the world the perishable and the imperishable the perishable is all elements and the one that speaks is called the imperishable,there are two aspects in nature the perishable and the imperishable all life in this world belongs to the former while the unchanging element belongs to the latter
15.17,Krishna,उततम परषसतवनय परमतमतयदहत य लकतरयमवशय बभरतयवयय ईशवर,there is a supreme person other than these he is referred to as the supreme self paramatma in all the vedas he as the immutable one and the lord enters the threefold world and supports it,but the supreme person is different he is spoken of as the transcendental self permeating the three worlds and upholding them and he is the imperishable god,but distinct is the supreme purusha called the highest self indestructible and lord who pervades the three worlds and sustains them,but the highest person distinct from both this is spoken of as the supreme self which being the changeless lord sustains the triad of the world by entering into it,but i am higher than all the supreme god the absolute self the eternal lord who pervades and upholds all the worlds
15.18,Krishna,यसमतकषरमततऽहमकषरदप चततम अतऽसम लक वद च परथत परषततम,because i transcend the perishable person and am also higher than the imperishable one therefore i am referred to in the smrti and the veda as the supreme person purusotama,since i am transcendental to the mutable and above even the immutable therefore i am well known in the world and in the vedas as the supreme person,as i transcend the perishable and am even higher than the imperishable i am declared to be the highest purusha in the world and in the vedas,because i have transcended both the perishable and the imperishable i am acclaimed in the world and in the vedas as the highest of persons,i am beyond comparison with the eternal and the noneternal i am known as the supreme personality the highest god by scriptures and sages
15.19,Krishna,य ममवमसममढ जनत परषततमम स सरववदभजत म सरवभवन भरत,he who without delusion thus knows me as the supreme self knows all o arjuna and worships me in every way,o scion of the bharata dynasty he who being free from delusion knows me the supreme person thus is allknowing and adores me with his whole being,he who undeluded knows me as the highest purusha he knowing all worships me with his whole being heart o arjuna,he who not being deluded thus knows me as the highest of personshe knows all and serves me with his entire being o descendant of bharata,he who with unclouded vision sees me as the lordgod knows all that there is to be known and will always worship me with his whole heart
15.20,Krishna,इत गहयतम शसतरमदमकत मयऽनघ एतदबदधव बदधमनसयतकतकतयशच भरत,thus o sinless one this most mysterious doctrine has been imparted by me by understanding this one will become truly wise and fulfill their duty,o sinless one i have thus uttered this most secret scripture understanding this one becomes wise and fulfills their duties o scion of the bharata dynasty,thus i have imparted to you this most secret science o sinless one by knowing this one becomes wise and all their duties are accomplished o arjuna,thus o sinless one i have imparted to you the most secret scripture by understanding this let a man become wise and also become one who has accomplished what needs to be accomplished o descendant of bharata,thus o sinless one i have revealed this most mystic knowledge to thee he who understands it gains wisdom and attains the consummation of life
16.1,Krishna,अभय सततवसशदध जञनयगवयवसथत दन दमशच यजञशच सवधययसतप आरजवम,the lord said fearlessness purity of mind devotion to meditation on the knowledge of the self almsgiving selfcontrol worship study of the vedas austerity and uprightness,the blessed lord said fearlessness purity of mind persistence in knowledge and yoga charity control of the external organs sacrifice scriptural study austerity and rectitude,the blessed lord said fearlessness purity of heart steadfastness in knowledge and yoga almsgiving control of the senses sacrifice study of scriptures austerity and straightforwardness,the bhagavat said fearlessness complete purity of the sattva steadfastness in knowledgeyoga charity selfrestraint vedic sacrifice recitation of scriptures austerity and uprightness,lord shri krishna continued fearlessness clean living unceasing concentration on wisdom readiness to give selfcontrol a spirit of sacrifice regular study of the scriptures austerity candor
